total_commands,approved_commands,blocked_commands,prompt_injection_attempts,unauthorized_ip_attempts,unsafe_temperature_attempts,commands_blocked_by_device_count_threshold,total_devices_changed,firmware_updates_attempted,valid_firmware_updates_accepted,tampered_firmware_updates_blocked,tampered_firmware_updates_accepted,tampered_firmware_update_events_accepted,firmware_tampering_attempts,firmware_backdoor_payload_attempts,devices_compromised,newly_compromised_devices,unique_devices_compromised,simulated_backdoor_access_attempts,simulated_backdoor_access_successes,devices_quarantined,devices_recovered,approved_mass_commands,mass_commands_blocked_without_approval,phase3_power_scenarios_run,baseline_peak_load_kw,demand_response_normal_peak_load_kw,demand_response_attack_peak_load_kw,backdoor_load_spike_peak_load_kw,comfort_attack_peak_load_kw,dr_normal_reduction_kw,dr_attack_reduction_kw,attack_vs_dr_load_increase_kw,backdoor_spike_vs_baseline_kw,total_energy_consumed_kwh,comfort_loss_degree_minutes,max_demand_response_failure_rate,compromised_load_kw,protected_load_kw,demand_response_normal_failure_rate,demand_response_attack_failure_rate,backdoor_spike_compromised_devices_count,backdoor_spike_compromised_load_kw,backdoor_spike_protected_load_kw,backdoor_spike_total_load_kw,load_spike_kw_from_compromised_devices,comfort_attack_comfort_loss_degree_minutes
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,350.0,350.0,350.0,350.0,340.0,87.5,0.0,100.0,10.0,4357.5,6457.5,1.0,110.0,1630.0,0.0,1.0,5,10.0,340.0,350.0,10.0,682.5
